respID,qID,altID,obsID,profileID,price,tripTime,waitTime,SharedRide,HumanPresent
44,6,5,350,4,3,25,5,Yes,Yes
44,7,1,351,13,3,25,7,Yes,Yes
44,7,2,351,43,3,30,7,No,Yes
44,7,3,351,12,7,20,7,Yes,Yes
44,7,4,351,36,7,30,5,No,Yes
44,7,5,351,8,5,30,5,Yes,Yes
44,8,1,352,16,3,30,7,Yes,Yes
44,8,2,352,77,5,25,9,Yes,No
44,8,3,352,78,7,25,9,Yes,No
44,8,4,352,26,5,30,9,Yes,Yes
44,8,5,352,63,7,30,5,Yes,No
45,1,1,353,17,5,30,7,Yes,Yes
45,1,2,353,64,3,20,7,Yes,No
45,1,3,353,14,5,25,7,Yes,Yes
45,1,4,353,11,5,20,7,Yes,Yes
45,1,5,353,34,3,30,5,No,Yes
45,2,1,354,25,3,30,9,Yes,Yes
45,2,2,354,85,3,25,5,No,No
45,2,3,354,18,7,30,7,Yes,Yes
45,2,4,354,102,7,20,9,No,No
45,2,5,354,106,3,30,9,No,No
45,3,1,355,45,7,30,7,No,Yes
45,3,2,355,34,3,30,5,No,Yes
45,3,3,355,10,3,20,7,Yes,Yes
45,3,4,355,100,3,20,9,No,No
45,3,5,355,16,3,30,7,Yes,Yes
45,4,1,356,88,3,30,5,No,No
45,4,2,356,31,3,25,5,No,Yes
45,4,3,356,97,3,30,7,No,No
45,4,4,356,47,5,20,9,No,Yes
45,4,5,356,1,3,20,5,Yes,Yes
45,5,1,357,73,3,20,9,Yes,No
45,5,2,357,105,7,25,9,No,No
45,5,3,357,24,7,25,9,Yes,Yes
45,5,4,357,66,7,20,7,Yes,No
45,5,5,357,1,3,20,5,Yes,Yes
45,6,1,358,91,3,20,7,No,No
45,6,2,358,66,7,20,7,Yes,No
45,6,3,358,107,5,30,9,No,No
45,6,4,358,67,3,25,7,Yes,No
45,6,5,358,72,7,30,7,Yes,No
45,7,1,359,57,7,20,5,Yes,No
45,7,2,359,70,3,30,7,Yes,No
45,7,3,359,38,5,20,7,No,Yes
45,7,4,359,105,7,25,9,No,No
45,7,5,359,8,5,30,5,Yes,Yes
45,8,1,360,46,3,20,9,No,Yes
45,8,2,360,78,7,25,9,Yes,No
45,8,3,360,57,7,20,5,Yes,No
45,8,4,360,28,3,20,5,No,Yes
45,8,5,360,17,5,30,7,Yes,Yes
46,1,1,361,71,5,30,7,Yes,No
46,1,2,361,77,5,25,9,Yes,No
46,1,3,361,81,7,30,9,Yes,No
46,1,4,361,105,7,25,9,No,No
46,1,5,361,102,7,20,9,No,No
46,2,1,362,12,7,20,7,Yes,Yes
46,2,2,362,25,3,30,9,Yes,Yes
46,2,3,362,77,5,25,9,Yes,No
46,2,4,362,34,3,30,5,No,Yes
46,2,5,362,22,3,25,9,Yes,Yes
46,3,1,363,96,7,25,7,No,No
46,3,2,363,73,3,20,9,Yes,No
46,3,3,363,106,3,30,9,No,No
46,3,4,363,104,5,25,9,No,No
46,3,5,363,99,7,30,7,No,No
46,4,1,364,102,7,20,9,No,No
46,4,2,364,104,5,25,9,No,No
46,4,3,364,70,3,30,7,Yes,No
46,4,4,364,86,5,25,5,No,No
46,4,5,364,65,5,20,7,Yes,No
46,5,1,365,28,3,20,5,No,Yes
46,5,2,365,17,5,30,7,Yes,Yes
46,5,3,365,26,5,30,9,Yes,Yes
46,5,4,365,104,5,25,9,No,No
46,5,5,365,86,5,25,5,No,No
46,6,1,366,32,5,25,5,No,Yes
46,6,2,366,56,5,20,5,Yes,No
46,6,3,366,55,3,20,5,Yes,No
46,6,4,366,107,5,30,9,No,No
46,6,5,366,20,5,20,9,Yes,Yes
46,7,1,367,100,3,20,9,No,No
46,7,2,367,55,3,20,5,Yes,No
46,7,3,367,80,5,30,9,Yes,No
46,7,4,367,77,5,25,9,Yes,No
46,7,5,367,63,7,30,5,Yes,No
46,8,1,368,51,7,25,9,No,Yes
46,8,2,368,101,5,20,9,No,No
46,8,3,368,11,5,20,7,Yes,Yes
46,8,4,368,54,7,30,9,No,Yes
46,8,5,368,71,5,30,7,Yes,No
47,1,1,369,74,5,20,9,Yes,No
47,1,2,369,65,5,20,7,Yes,No
47,1,3,369,24,7,25,9,Yes,Yes
47,1,4,369,58,3,25,5,Yes,No
47,1,5,369,46,3,20,9,No,Yes
47,2,1,370,59,5,25,5,Yes,No
47,2,2,370,19,3,20,9,Yes,Yes
47,2,3,370,39,7,20,7,No,Yes
47,2,4,370,47,5,20,9,No,Yes
47,2,5,370,89,5,30,5,No,No
47,3,1,371,68,5,25,7,Yes,No
47,3,2,371,63,7,30,5,Yes,No
47,3,3,371,38,5,20,7,No,Yes
47,3,4,371,9,7,30,5,Yes,Yes
47,3,5,371,41,5,25,7,No,Yes
47,4,1,372,87,7,25,5,No,No
47,4,2,372,82,3,20,5,No,No
47,4,3,372,64,3,20,7,Yes,No
47,4,4,372,33,7,25,5,No,Yes
47,4,5,372,97,3,30,7,No,No
47,5,1,373,1,3,20,5,Yes,Yes
47,5,2,373,23,5,25,9,Yes,Yes
47,5,3,373,68,5,25,7,Yes,No
47,5,4,373,77,5,25,9,Yes,No
47,5,5,373,39,7,20,7,No,Yes
47,6,1,374,105,7,25,9,No,No
47,6,2,374,6,7,25,5,Yes,Yes
47,6,3,374,36,7,30,5,No,Yes
47,6,4,374,103,3,25,9,No,No
47,6,5,374,10,3,20,7,Yes,Yes
47,7,1,375,93,7,20,7,No,No
47,7,2,375,63,7,30,5,Yes,No
47,7,3,375,17,5,30,7,Yes,Yes
47,7,4,375,13,3,25,7,Yes,Yes
47,7,5,375,26,5,30,9,Yes,Yes
47,8,1,376,95,5,25,7,No,No
47,8,2,376,107,5,30,9,No,No
47,8,3,376,9,7,30,5,Yes,Yes
47,8,4,376,86,5,25,5,No,No
47,8,5,376,77,5,25,9,Yes,No
48,1,1,377,14,5,25,7,Yes,Yes
48,1,2,377,91,3,20,7,No,No
48,1,3,377,67,3,25,7,Yes,No
48,1,4,377,100,3,20,9,No,No
48,1,5,377,76,3,25,9,Yes,No
48,2,1,378,67,3,25,7,Yes,No
48,2,2,378,10,3,20,7,Yes,Yes
48,2,3,378,42,7,25,7,No,Yes
48,2,4,378,58,3,25,5,Yes,No
48,2,5,378,28,3,20,5,No,Yes
48,3,1,379,103,3,25,9,No,No
48,3,2,379,79,3,30,9,Yes,No
48,3,3,379,57,7,20,5,Yes,No
48,3,4,379,21,7,20,9,Yes,Yes
48,3,5,379,8,5,30,5,Yes,Yes
48,4,1,380,107,5,30,9,No,No
48,4,2,380,51,7,25,9,No,Yes
48,4,3,380,66,7,20,7,Yes,No
48,4,4,380,33,7,25,5,No,Yes
48,4,5,380,45,7,30,7,No,Yes
48,5,1,381,105,7,25,9,No,No
48,5,2,381,85,3,25,5,No,No
48,5,3,381,106,3,30,9,No,No
48,5,4,381,29,5,20,5,No,Yes
48,5,5,381,55,3,20,5,Yes,No
48,6,1,382,104,5,25,9,No,No
48,6,2,382,50,5,25,9,No,Yes
48,6,3,382,71,5,30,7,Yes,No
48,6,4,382,93,7,20,7,No,No
48,6,5,382,41,5,25,7,No,Yes
48,7,1,383,24,7,25,9,Yes,Yes
48,7,2,383,14,5,25,7,Yes,Yes
48,7,3,383,79,3,30,9,Yes,No
48,7,4,383,31,3,25,5,No,Yes
48,7,5,383,51,7,25,9,No,Yes
48,8,1,384,16,3,30,7,Yes,Yes
48,8,2,384,2,5,20,5,Yes,Yes
48,8,3,384,79,3,30,9,Yes,No
48,8,4,384,99,7,30,7,No,No
48,8,5,384,91,3,20,7,No,No
49,1,1,385,23,5,25,9,Yes,Yes
49,1,2,385,28,3,20,5,No,Yes
49,1,3,385,102,7,20,9,No,No
49,1,4,385,93,7,20,7,No,No
49,1,5,385,95,5,25,7,No,No
49,2,1,386,43,3,30,7,No,Yes
49,2,2,386,49,3,25,9,No,Yes
49,2,3,386,51,7,25,9,No,Yes
49,2,4,386,83,5,20,5,No,No
49,2,5,386,89,5,30,5,No,No
49,3,1,387,83,5,20,5,No,No
49,3,2,387,23,5,25,9,Yes,Yes
49,3,3,387,28,3,20,5,No,Yes
49,3,4,387,73,3,20,9,Yes,No
49,3,5,387,103,3,25,9,No,No
49,4,1,388,6,7,25,5,Yes,Yes
49,4,2,388,37,3,20,7,No,Yes
49,4,3,388,22,3,25,9,Yes,Yes
49,4,4,388,84,7,20,5,No,No
49,4,5,388,65,5,20,7,Yes,No
49,5,1,389,51,7,25,9,No,Yes
49,5,2,389,70,3,30,7,Yes,No
49,5,3,389,108,7,30,9,No,No
49,5,4,389,73,3,20,9,Yes,No
49,5,5,389,66,7,20,7,Yes,No
49,6,1,390,32,5,25,5,No,Yes
49,6,2,390,84,7,20,5,No,No
49,6,3,390,20,5,20,9,Yes,Yes
49,6,4,390,101,5,20,9,No,No
49,6,5,390,28,3,20,5,No,Yes
49,7,1,391,30,7,20,5,No,Yes
49,7,2,391,41,5,25,7,No,Yes
49,7,3,391,23,5,25,9,Yes,Yes
49,7,4,391,72,7,30,7,Yes,No
49,7,5,391,13,3,25,7,Yes,Yes
49,8,1,392,101,5,20,9,No,No
49,8,2,392,51,7,25,9,No,Yes
49,8,3,392,56,5,20,5,Yes,No
49,8,4,392,30,7,20,5,No,Yes
49,8,5,392,15,7,25,7,Yes,Yes
50,1,1,393,50,5,25,9,No,Yes
50,1,2,393,49,3,25,9,No,Yes
50,1,3,393,59,5,25,5,Yes,No
50,1,4,393,68,5,25,7,Yes,No
50,1,5,393,99,7,30,7,No,No
50,2,1,394,63,7,30,5,Yes,No
50,2,2,394,70,3,30,7,Yes,No
50,2,3,394,68,5,25,7,Yes,No
50,2,4,394,20,5,20,9,Yes,Yes
50,2,5,394,101,5,20,9,No,No
50,3,1,395,40,3,25,7,No,Yes
50,3,2,395,84,7,20,5,No,No
50,3,3,395,58,3,25,5,Yes,No
50,3,4,395,56,5,20,5,Yes,No
50,3,5,395,26,5,30,9,Yes,Yes
50,4,1,396,1,3,20,5,Yes,Yes
50,4,2,396,33,7,25,5,No,Yes
50,4,3,396,29,5,20,5,No,Yes
50,4,4,396,75,7,20,9,Yes,No
50,4,5,396,104,5,25,9,No,No
50,5,1,397,77,5,25,9,Yes,No
50,5,2,397,79,3,30,9,Yes,No
50,5,3,397,72,7,30,7,Yes,No
50,5,4,397,80,5,30,9,Yes,No
50,5,5,397,61,3,30,5,Yes,No
50,6,1,398,15,7,25,7,Yes,Yes
50,6,2,398,41,5,25,7,No,Yes
50,6,3,398,108,7,30,9,No,No
50,6,4,398,104,5,25,9,No,No
50,6,5,398,35,5,30,5,No,Yes
50,7,1,399,4,3,25,5,Yes,Yes
50,7,2,399,76,3,25,9,Yes,No
50,7,3,399,8,5,30,5,Yes,Yes
50,7,4,399,90,7,30,5,No,No
50,7,5,399,6,7,25,5,Yes,Yes
50,8,1,400,95,5,25,7,No,No
50,8,2,400,104,5,25,9,No,No
50,8,3,400,35,5,30,5,No,Yes
50,8,4,400,26,5,30,9,Yes,Yes
50,8,5,400,34,3,30,5,No,Yes
51,1,1,401,10,3,20,7,Yes,Yes
51,1,2,401,72,7,30,7,Yes,No
51,1,3,401,56,5,20,5,Yes,No
51,1,4,401,34,3,30,5,No,Yes
51,1,5,401,64,3,20,7,Yes,No
51,2,1,402,18,7,30,7,Yes,Yes
51,2,2,402,37,3,20,7,No,Yes
51,2,3,402,60,7,25,5,Yes,No
51,2,4,402,62,5,30,5,Yes,No
51,2,5,402,98,5,30,7,No,No
51,3,1,403,62,5,30,5,Yes,No
51,3,2,403,54,7,30,9,No,Yes
51,3,3,403,16,3,30,7,Yes,Yes
51,3,4,403,85,3,25,5,No,No
51,3,5,403,7,3,30,5,Yes,Yes
51,4,1,404,14,5,25,7,Yes,Yes
51,4,2,404,62,5,30,5,Yes,No
51,4,3,404,31,3,25,5,No,Yes
51,4,4,404,69,7,25,7,Yes,No
51,4,5,404,91,3,20,7,No,No
51,5,1,405,71,5,30,7,Yes,No
51,5,2,405,13,3,25,7,Yes,Yes
51,5,3,405,3,7,20,5,Yes,Yes
51,5,4,405,4,3,25,5,Yes,Yes
51,5,5,405,22,3,25,9,Yes,Yes
51,6,1,406,28,3,20,5,No,Yes
51,6,2,406,12,7,20,7,Yes,Yes
51,6,3,406,92,5,20,7,No,No
51,6,4,406,49,3,25,9,No,Yes
51,6,5,406,88,3,30,5,No,No
51,7,1,407,30,7,20,5,No,Yes
51,7,2,407,65,5,20,7,Yes,No
51,7,3,407,54,7,30,9,No,Yes
51,7,4,407,34,3,30,5,No,Yes
51,7,5,407,3,7,20,5,Yes,Yes
51,8,1,408,4,3,25,5,Yes,Yes
51,8,2,408,48,7,20,9,No,Yes
51,8,3,408,40,3,25,7,No,Yes
51,8,4,408,94,3,25,7,No,No
51,8,5,408,66,7,20,7,Yes,No
52,1,1,409,31,3,25,5,No,Yes
52,1,2,409,104,5,25,9,No,No
52,1,3,409,5,5,25,5,Yes,Yes
52,1,4,409,74,5,20,9,Yes,No
52,1,5,409,77,5,25,9,Yes,No
52,2,1,410,61,3,30,5,Yes,No
52,2,2,410,32,5,25,5,No,Yes
52,2,3,410,77,5,25,9,Yes,No
52,2,4,410,15,7,25,7,Yes,Yes
52,2,5,410,64,3,20,7,Yes,No
52,3,1,411,78,7,25,9,Yes,No
52,3,2,411,45,7,30,7,No,Yes
52,3,3,411,64,3,20,7,Yes,No
52,3,4,411,102,7,20,9,No,No
52,3,5,411,18,7,30,7,Yes,Yes
52,4,1,412,79,3,30,9,Yes,No
52,4,2,412,68,5,25,7,Yes,No
52,4,3,412,24,7,25,9,Yes,Yes
52,4,4,412,92,5,20,7,No,No
52,4,5,412,46,3,20,9,No,Yes
52,5,1,413,37,3,20,7,No,Yes
52,5,2,413,100,3,20,9,No,No
52,5,3,413,47,5,20,9,No,Yes
52,5,4,413,36,7,30,5,No,Yes
52,5,5,413,59,5,25,5,Yes,No
52,6,1,414,42,7,25,7,No,Yes
52,6,2,414,34,3,30,5,No,Yes
52,6,3,414,64,3,20,7,Yes,No
52,6,4,414,97,3,30,7,No,No
52,6,5,414,73,3,20,9,Yes,No
52,7,1,415,13,3,25,7,Yes,Yes
52,7,2,415,60,7,25,5,Yes,No
52,7,3,415,15,7,25,7,Yes,Yes
52,7,4,415,56,5,20,5,Yes,No
52,7,5,415,82,3,20,5,No,No
52,8,1,416,82,3,20,5,No,No
52,8,2,416,62,5,30,5,Yes,No
52,8,3,416,92,5,20,7,No,No
52,8,4,416,27,7,30,9,Yes,Yes
52,8,5,416,3,7,20,5,Yes,Yes
53,1,1,417,64,3,20,7,Yes,No
53,1,2,417,26,5,30,9,Yes,Yes
53,1,3,417,72,7,30,7,Yes,No
53,1,4,417,38,5,20,7,No,Yes
53,1,5,417,2,5,20,5,Yes,Yes
53,2,1,418,67,3,25,7,Yes,No
53,2,2,418,42,7,25,7,No,Yes
53,2,3,418,93,7,20,7,No,No
53,2,4,418,22,3,25,9,Yes,Yes
53,2,5,418,68,5,25,7,Yes,No
53,3,1,419,106,3,30,9,No,No
53,3,2,419,66,7,20,7,Yes,No
53,3,3,419,53,5,30,9,No,Yes
53,3,4,419,51,7,25,9,No,Yes
53,3,5,419,11,5,20,7,Yes,Yes
53,4,1,420,4,3,25,5,Yes,Yes
53,4,2,420,42,7,25,7,No,Yes
53,4,3,420,58,3,25,5,Yes,No
53,4,4,420,101,5,20,9,No,No
53,4,5,420,55,3,20,5,Yes,No
53,5,1,421,79,3,30,9,Yes,No
53,5,2,421,30,7,20,5,No,Yes
53,5,3,421,67,3,25,7,Yes,No
53,5,4,421,82,3,20,5,No,No
53,5,5,421,99,7,30,7,No,No
53,6,1,422,101,5,20,9,No,No
53,6,2,422,24,7,25,9,Yes,Yes
53,6,3,422,68,5,25,7,Yes,No
53,6,4,422,93,7,20,7,No,No
53,6,5,422,107,5,30,9,No,No
53,7,1,423,40,3,25,7,No,Yes
53,7,2,423,19,3,20,9,Yes,Yes
53,7,3,423,9,7,30,5,Yes,Yes
53,7,4,423,69,7,25,7,Yes,No
53,7,5,423,77,5,25,9,Yes,No
53,8,1,424,64,3,20,7,Yes,No
53,8,2,424,48,7,20,9,No,Yes
53,8,3,424,16,3,30,7,Yes,Yes
53,8,4,424,69,7,25,7,Yes,No
53,8,5,424,78,7,25,9,Yes,No
54,1,1,425,104,5,25,9,No,No
54,1,2,425,88,3,30,5,No,No
54,1,3,425,101,5,20,9,No,No
54,1,4,425,13,3,25,7,Yes,Yes
54,1,5,425,1,3,20,5,Yes,Yes
54,2,1,426,12,7,20,7,Yes,Yes
54,2,2,426,68,5,25,7,Yes,No
54,2,3,426,49,3,25,9,No,Yes
54,2,4,426,84,7,20,5,No,No
54,2,5,426,46,3,20,9,No,Yes
54,3,1,427,98,5,30,7,No,No
54,3,2,427,2,5,20,5,Yes,Yes
54,3,3,427,84,7,20,5,No,No
54,3,4,427,66,7,20,7,Yes,No
54,3,5,427,56,5,20,5,Yes,No
54,4,1,428,76,3,25,9,Yes,No
54,4,2,428,63,7,30,5,Yes,No
54,4,3,428,65,5,20,7,Yes,No
54,4,4,428,91,3,20,7,No,No
54,4,5,428,107,5,30,9,No,No
54,5,1,429,17,5,30,7,Yes,Yes
54,5,2,429,64,3,20,7,Yes,No
54,5,3,429,32,5,25,5,No,Yes
54,5,4,429,78,7,25,9,Yes,No
54,5,5,429,81,7,30,9,Yes,No
54,6,1,430,38,5,20,7,No,Yes
54,6,2,430,40,3,25,7,No,Yes
54,6,3,430,19,3,20,9,Yes,Yes
54,6,4,430,44,5,30,7,No,Yes
54,6,5,430,91,3,20,7,No,No
54,7,1,431,77,5,25,9,Yes,No
54,7,2,431,72,7,30,7,Yes,No
54,7,3,431,90,7,30,5,No,No
54,7,4,431,44,5,30,7,No,Yes
54,7,5,431,85,3,25,5,No,No
54,8,1,432,50,5,25,9,No,Yes
54,8,2,432,47,5,20,9,No,Yes
54,8,3,432,57,7,20,5,Yes,No
54,8,4,432,27,7,30,9,Yes,Yes
54,8,5,432,37,3,20,7,No,Yes
55,1,1,433,2,5,20,5,Yes,Yes
55,1,2,433,62,5,30,5,Yes,No
55,1,3,433,3,7,20,5,Yes,Yes
55,1,4,433,68,5,25,7,Yes,No
55,1,5,433,18,7,30,7,Yes,Yes
55,2,1,434,81,7,30,9,Yes,No
55,2,2,434,36,7,30,5,No,Yes
55,2,3,434,6,7,25,5,Yes,Yes
55,2,4,434,1,3,20,5,Yes,Yes
55,2,5,434,74,5,20,9,Yes,No
55,3,1,435,97,3,30,7,No,No
55,3,2,435,54,7,30,9,No,Yes
55,3,3,435,64,3,20,7,Yes,No
55,3,4,435,20,5,20,9,Yes,Yes
55,3,5,435,44,5,30,7,No,Yes
55,4,1,436,92,5,20,7,No,No
55,4,2,436,14,5,25,7,Yes,Yes
55,4,3,436,89,5,30,5,No,No
55,4,4,436,97,3,30,7,No,No
55,4,5,436,49,3,25,9,No,Yes
55,5,1,437,76,3,25,9,Yes,No
55,5,2,437,94,3,25,7,No,No
55,5,3,437,66,7,20,7,Yes,No
55,5,4,437,15,7,25,7,Yes,Yes
55,5,5,437,48,7,20,9,No,Yes
55,6,1,438,47,5,20,9,No,Yes
55,6,2,438,2,5,20,5,Yes,Yes
55,6,3,438,66,7,20,7,Yes,No
55,6,4,438,61,3,30,5,Yes,No
55,6,5,438,45,7,30,7,No,Yes
55,7,1,439,21,7,20,9,Yes,Yes
55,7,2,439,97,3,30,7,No,No
55,7,3,439,28,3,20,5,No,Yes
55,7,4,439,107,5,30,9,No,No
55,7,5,439,65,5,20,7,Yes,No
55,8,1,440,104,5,25,9,No,No
55,8,2,440,43,3,30,7,No,Yes
55,8,3,440,87,7,25,5,No,No
55,8,4,440,59,5,25,5,Yes,No
55,8,5,440,94,3,25,7,No,No
56,1,1,441,20,5,20,9,Yes,Yes
56,1,2,441,40,3,25,7,No,Yes
56,1,3,441,1,3,20,5,Yes,Yes
56,1,4,441,10,3,20,7,Yes,Yes
56,1,5,441,30,7,20,5,No,Yes
56,2,1,442,105,7,25,9,No,No
56,2,2,442,101,5,20,9,No,No
56,2,3,442,75,7,20,9,Yes,No
56,2,4,442,32,5,25,5,No,Yes
56,2,5,442,49,3,25,9,No,Yes
56,3,1,443,9,7,30,5,Yes,Yes
56,3,2,443,79,3,30,9,Yes,No
56,3,3,443,67,3,25,7,Yes,No
56,3,4,443,100,3,20,9,No,No
56,3,5,443,106,3,30,9,No,No
56,4,1,444,32,5,25,5,No,Yes
56,4,2,444,62,5,30,5,Yes,No
56,4,3,444,34,3,30,5,No,Yes
56,4,4,444,93,7,20,7,No,No
56,4,5,444,38,5,20,7,No,Yes
56,5,1,445,25,3,30,9,Yes,Yes
56,5,2,445,91,3,20,7,No,No
56,5,3,445,61,3,30,5,Yes,No
56,5,4,445,16,3,30,7,Yes,Yes
56,5,5,445,6,7,25,5,Yes,Yes
56,6,1,446,94,3,25,7,No,No
56,6,2,446,68,5,25,7,Yes,No
56,6,3,446,76,3,25,9,Yes,No
56,6,4,446,106,3,30,9,No,No
56,6,5,446,55,3,20,5,Yes,No
56,7,1,447,9,7,30,5,Yes,Yes
56,7,2,447,31,3,25,5,No,Yes
56,7,3,447,65,5,20,7,Yes,No
56,7,4,447,23,5,25,9,Yes,Yes
56,7,5,447,101,5,20,9,No,No
56,8,1,448,27,7,30,9,Yes,Yes
56,8,2,448,7,3,30,5,Yes,Yes
56,8,3,448,58,3,25,5,Yes,No
56,8,4,448,35,5,30,5,No,Yes
56,8,5,448,4,3,25,5,Yes,Yes
57,1,1,449,83,5,20,5,No,No
57,1,2,449,56,5,20,5,Yes,No
57,1,3,449,95,5,25,7,No,No
57,1,4,449,97,3,30,7,No,No
57,1,5,449,55,3,20,5,Yes,No
57,2,1,450,65,5,20,7,Yes,No
57,2,2,450,31,3,25,5,No,Yes
57,2,3,450,19,3,20,9,Yes,Yes
57,2,4,450,68,5,25,7,Yes,No
57,2,5,450,3,7,20,5,Yes,Yes
57,3,1,451,12,7,20,7,Yes,Yes
57,3,2,451,76,3,25,9,Yes,No
57,3,3,451,81,7,30,9,Yes,No
57,3,4,451,49,3,25,9,No,Yes
57,3,5,451,96,7,25,7,No,No
57,4,1,452,4,3,25,5,Yes,Yes
57,4,2,452,82,3,20,5,No,No
57,4,3,452,49,3,25,9,No,Yes
57,4,4,452,86,5,25,5,No,No
57,4,5,452,34,3,30,5,No,Yes
57,5,1,453,72,7,30,7,Yes,No
57,5,2,453,65,5,20,7,Yes,No
57,5,3,453,2,5,20,5,Yes,Yes
57,5,4,453,4,3,25,5,Yes,Yes
57,5,5,453,40,3,25,7,No,Yes
57,6,1,454,13,3,25,7,Yes,Yes
57,6,2,454,90,7,30,5,No,No
57,6,3,454,22,3,25,9,Yes,Yes
57,6,4,454,3,7,20,5,Yes,Yes
57,6,5,454,51,7,25,9,No,Yes
57,7,1,455,91,3,20,7,No,No
57,7,2,455,34,3,30,5,No,Yes
57,7,3,455,14,5,25,7,Yes,Yes
57,7,4,455,70,3,30,7,Yes,No
57,7,5,455,66,7,20,7,Yes,No
57,8,1,456,16,3,30,7,Yes,Yes
57,8,2,456,102,7,20,9,No,No
57,8,3,456,108,7,30,9,No,No
57,8,4,456,14,5,25,7,Yes,Yes
57,8,5,456,33,7,25,5,No,Yes
58,1,1,457,31,3,25,5,No,Yes
58,1,2,457,30,7,20,5,No,Yes
58,1,3,457,3,7,20,5,Yes,Yes
58,1,4,457,92,5,20,7,No,No
58,1,5,457,86,5,25,5,No,No
58,2,1,458,4,3,25,5,Yes,Yes
58,2,2,458,98,5,30,7,No,No
58,2,3,458,43,3,30,7,No,Yes
58,2,4,458,47,5,20,9,No,Yes
58,2,5,458,20,5,20,9,Yes,Yes
58,3,1,459,30,7,20,5,No,Yes
58,3,2,459,66,7,20,7,Yes,No
58,3,3,459,81,7,30,9,Yes,No
58,3,4,459,101,5,20,9,No,No
58,3,5,459,13,3,25,7,Yes,Yes
58,4,1,460,73,3,20,9,Yes,No
58,4,2,460,108,7,30,9,No,No
58,4,3,460,45,7,30,7,No,Yes
58,4,4,460,4,3,25,5,Yes,Yes
58,4,5,460,107,5,30,9,No,No
58,5,1,461,17,5,30,7,Yes,Yes
58,5,2,461,67,3,25,7,Yes,No
58,5,3,461,64,3,20,7,Yes,No
58,5,4,461,1,3,20,5,Yes,Yes
58,5,5,461,9,7,30,5,Yes,Yes
58,6,1,462,63,7,30,5,Yes,No
58,6,2,462,16,3,30,7,Yes,Yes
58,6,3,462,59,5,25,5,Yes,No
58,6,4,462,104,5,25,9,No,No
58,6,5,462,71,5,30,7,Yes,No
58,7,1,463,98,5,30,7,No,No
58,7,2,463,80,5,30,9,Yes,No
58,7,3,463,104,5,25,9,No,No
58,7,4,463,35,5,30,5,No,Yes
58,7,5,463,5,5,25,5,Yes,Yes
58,8,1,464,104,5,25,9,No,No
58,8,2,464,27,7,30,9,Yes,Yes
58,8,3,464,74,5,20,9,Yes,No
58,8,4,464,36,7,30,5,No,Yes
58,8,5,464,66,7,20,7,Yes,No
59,1,1,465,78,7,25,9,Yes,No
59,1,2,465,23,5,25,9,Yes,Yes
59,1,3,465,55,3,20,5,Yes,No
59,1,4,465,47,5,20,9,No,Yes
59,1,5,465,8,5,30,5,Yes,Yes
59,2,1,466,47,5,20,9,No,Yes
59,2,2,466,49,3,25,9,No,Yes
59,2,3,466,80,5,30,9,Yes,No
59,2,4,466,105,7,25,9,No,No
59,2,5,466,96,7,25,7,No,No
59,3,1,467,29,5,20,5,No,Yes
59,3,2,467,54,7,30,9,No,Yes
59,3,3,467,12,7,20,7,Yes,Yes
59,3,4,467,34,3,30,5,No,Yes
59,3,5,467,45,7,30,7,No,Yes
59,4,1,468,39,7,20,7,No,Yes
59,4,2,468,93,7,20,7,No,No
59,4,3,468,105,7,25,9,No,No
59,4,4,468,37,3,20,7,No,Yes
59,4,5,468,19,3,20,9,Yes,Yes
59,5,1,469,74,5,20,9,Yes,No
59,5,2,469,100,3,20,9,No,No
59,5,3,469,11,5,20,7,Yes,Yes
59,5,4,469,24,7,25,9,Yes,Yes
59,5,5,469,4,3,25,5,Yes,Yes
59,6,1,470,13,3,25,7,Yes,Yes
59,6,2,470,80,5,30,9,Yes,No
59,6,3,470,9,7,30,5,Yes,Yes
59,6,4,470,85,3,25,5,No,No
59,6,5,470,76,3,25,9,Yes,No
59,7,1,471,101,5,20,9,No,No
59,7,2,471,13,3,25,7,Yes,Yes
59,7,3,471,32,5,25,5,No,Yes
59,7,4,471,3,7,20,5,Yes,Yes
59,7,5,471,31,3,25,5,No,Yes
59,8,1,472,79,3,30,9,Yes,No
59,8,2,472,8,5,30,5,Yes,Yes
59,8,3,472,64,3,20,7,Yes,No
59,8,4,472,96,7,25,7,No,No
59,8,5,472,21,7,20,9,Yes,Yes
60,1,1,473,55,3,20,5,Yes,No
60,1,2,473,71,5,30,7,Yes,No
60,1,3,473,46,3,20,9,No,Yes
60,1,4,473,68,5,25,7,Yes,No
60,1,5,473,67,3,25,7,Yes,No
60,2,1,474,69,7,25,7,Yes,No
60,2,2,474,18,7,30,7,Yes,Yes
60,2,3,474,47,5,20,9,No,Yes
60,2,4,474,45,7,30,7,No,Yes
60,2,5,474,24,7,25,9,Yes,Yes
60,3,1,475,98,5,30,7,No,No
60,3,2,475,32,5,25,5,No,Yes
60,3,3,475,40,3,25,7,No,Yes
60,3,4,475,83,5,20,5,No,No
60,3,5,475,39,7,20,7,No,Yes
60,4,1,476,51,7,25,9,No,Yes
60,4,2,476,83,5,20,5,No,No
60,4,3,476,62,5,30,5,Yes,No
60,4,4,476,92,5,20,7,No,No
60,4,5,476,30,7,20,5,No,Yes
60,5,1,477,85,3,25,5,No,No
60,5,2,477,48,7,20,9,No,Yes
60,5,3,477,50,5,25,9,No,Yes
